VendorID,pickup,dropoff,passenger_count,trip_distance,fare_amount,tip_amount
id8,2022-01-11T09:41:29.000000,2022-01-11T09:46:52.000000,0.0,1.0,5.5,0.0
id4,2022-01-11T09:44:47.000000,2022-01-11T09:57:27.000000,1.0,1.84,10.0,0.0
id4,2022-01-11T11:30:28.000000,2022-01-11T11:30:40.000000,1.0,0.0,-2.5,0.0
id6,2022-01-11T11:31:02.000000,2022-01-11T12:18:22.000000,1.0,20.5,52.0,11.31
id7,2022-01-11T11:48:59.000000,2022-01-11T11:56:47.000000,1.0,1.2,7.0,2.05
id8,2022-01-11T11:59:09.000000,2022-01-11T12:05:14.000000,2.0,0.7,5.5,1.75
id1,2022-01-11T12:04:12.000000,2022-01-11T12:14:32.000000,1.0,1.42,8.5,2.36
id1,2022-01-11T12:13:11.000000,2022-01-11T12:19:54.000000,1.0,1.28,7.0,0.0
id2,2022-01-11T12:21:43.000000,2022-01-11T12:24:49.000000,2.0,0.56,4.5,1.0
id7,2022-01-11T12:30:00.000000,2022-01-11T12:51:17.000000,2.0,3.58,16.5,3.96
id7,2022-01-11T12:36:03.000000,2022-01-11T12:53:59.000000,3.0,2.5,13.0,2.0
id2,2022-01-11T12:42:45.000000,2022-01-11T12:52:03.000000,1.0,1.2,7.0,2.05
id6,2022-01-11T14:59:44.000000,2022-01-11T15:01:31.000000,3.0,0.23,3.0,1.0
id8,2022-01-11T15:12:41.000000,2022-01-11T15:20:42.000000,1.0,0.7,6.5,1.47
id6,2022-01-11T15:18:51.000000,2022-01-11T15:24:52.000000,1.0,1.1,6.5,1.95
id2,2022-01-11T15:27:02.000000,2022-01-11T15:37:10.000000,1.0,2.1,9.5,0.0
id6,2022-01-11T15:50:15.000000,2022-01-11T15:53:49.000000,1.0,0.48,4.0,1.46
id2,2022-01-11T16:03:08.000000,2022-01-11T16:27:37.000000,1.0,2.84,17.5,4.16
id3,2022-01-11T16:09:24.000000,2022-01-11T16:59:00.000000,1.0,12.53,42.5,0.0
id6,2022-01-11T16:20:16.000000,2022-01-11T16:31:56.000000,5.0,1.26,9.0,2.66
id6,2022-01-11T16:21:17.000000,2022-01-11T16:27:11.000000,1.0,0.8,5.0,0.0
id4,2022-01-11T16:24:55.000000,2022-01-11T16:27:38.000000,1.0,0.3,3.5,1.55
id5,2022-01-11T16:38:04.000000,2022-01-11T16:42:01.000000,2.0,0.5,4.5,0.0
id5,2022-01-11T16:44:26.000000,2022-01-11T17:27:38.000000,1.0,7.34,30.5,8.7
id3,2022-01-11T17:13:29.000000,2022-01-11T17:18:21.000000,1.0,0.69,5.0,0.93
id7,2022-01-11T17:18:41.000000,2022-01-11T17:38:54.000000,1.0,3.45,16.0,3.0
id4,2022-01-11T17:23:18.000000,2022-01-11T17:30:50.000000,1.0,1.06,6.5,1.0
id0,2022-01-11T17:48:43.000000,2022-01-11T18:11:02.000000,1.0,7.91,24.0,0.0
id4,2022-01-11T17:55:12.000000,2022-01-11T17:58:17.000000,2.0,0.4,4.0,0.0
id8,2022-01-11T18:14:29.000000,2022-01-11T18:18:31.000000,1.0,1.05,5.0,1.86
id5,2022-01-11T18:26:47.000000,2022-01-11T18:32:29.000000,5.0,1.04,6.0,2.06
id8,2022-01-11T18:27:51.000000,2022-01-11T18:38:55.000000,1.0,2.31,10.5,2.96
id0,2022-01-11T18:28:27.000000,2022-01-11T18:31:28.000000,1.0,0.6,4.0,1.65
id6,2022-01-11T18:32:24.000000,2022-01-11T18:42:45.000000,1.0,1.49,8.5,2.56
id3,2022-01-11T19:02:21.000000,2022-01-11T19:04:59.000000,1.0,0.43,4.0,1.66
id4,2022-01-11T19:06:55.000000,2022-01-11T19:08:22.000000,1.0,0.49,3.5,1.56
id7,2022-01-11T19:12:33.000000,2022-01-11T19:20:14.000000,1.0,1.0,7.0,2.25
id4,2022-01-11T19:13:57.000000,2022-01-11T19:21:47.000000,5.0,1.03,6.5,2.16
id4,2022-01-11T19:20:21.000000,2022-01-11T19:20:21.000000,1.0,0.0,8.0,0.0
id6,2022-01-11T19:40:34.000000,2022-01-11T19:48:41.000000,1.0,1.6,8.0,1.23
id6,2022-01-11T20:03:12.000000,2022-01-11T20:09:55.000000,1.0,1.08,6.5,2.16
id0,2022-01-11T20:30:31.000000,2022-01-11T20:35:30.000000,1.0,1.0,5.5,0.0
id6,2022-01-11T22:08:09.000000,2022-01-11T22:23:09.000000,1.0,4.3,14.5,3.66
id5,2022-01-11T22:09:48.000000,2022-01-11T22:20:17.000000,1.0,1.96,9.0,10.0
id3,2022-01-11T22:21:26.000000,2022-01-11T22:26:36.000000,2.0,0.97,5.5,1.86
id6,2022-01-11T22:23:19.000000,2022-01-11T22:28:28.000000,1.0,0.8,5.5,1.85
id3,2022-01-11T22:50:15.000000,2022-01-11T22:59:05.000000,1.0,3.14,11.5,0.0
id5,2022-01-11T23:07:01.000000,2022-01-11T23:31:25.000000,2.0,5.22,20.0,4.76
id5,2022-01-11T23:18:20.000000,2022-01-11T23:23:39.000000,1.0,1.25,6.5,1.03
id4,2022-01-11T23:34:37.000000,2022-01-11T23:48:43.000000,1.0,8.67,24.0,6.87
id1,2022-01-11T23:43:16.000000,2022-01-11T23:48:52.000000,2.0,1.3,6.5,2.06
id8,2022-01-12T00:03:01.000000,2022-01-12T00:22:46.000000,1.0,5.96,19.5,0.0
id7,2022-01-12T00:46:54.000000,2022-01-12T00:54:15.000000,1.0,1.65,7.5,2.26
id1,2022-01-12T03:59:41.000000,2022-01-12T04:10:42.000000,1.0,5.21,16.5,4.06
id4,2022-01-12T04:37:03.000000,2022-01-12T04:52:40.000000,1.0,9.6,27.0,7.45
id5,2022-01-12T07:08:03.000000,2022-01-12T07:15:30.000000,1.0,2.1,8.5,0.0
id6,2022-01-12T07:54:51.000000,2022-01-12T08:01:14.000000,3.0,0.81,6.0,0.8
id0,2022-01-12T07:57:13.000000,2022-01-12T08:14:00.000000,1.0,2.96,13.5,1.0
id5,2022-01-12T08:02:20.000000,2022-01-12T08:33:43.000000,1.0,3.5,20.0,6.0
id3,2022-01-12T08:27:21.000000,2022-01-12T08:33:08.000000,2.0,1.23,6.5,0.0
id1,2022-01-12T08:35:59.000000,2022-01-12T08:45:05.000000,1.0,1.46,8.0,2.83
id2,2022-01-12T08:41:04.000000,2022-01-12T08:52:48.000000,1.0,1.19,9.0,0.0
id6,2022-01-12T08:50:21.000000,2022-01-12T08:52:30.000000,3.0,0.91,4.5,0.0
id8,2022-01-12T08:52:36.000000,2022-01-12T09:09:43.000000,1.0,2.37,12.5,0.0
id6,2022-01-12T09:05:55.000000,2022-01-12T09:22:40.000000,1.0,3.02,13.5,5.04
id3,2022-01-12T09:14:50.000000,2022-01-12T09:19:51.000000,2.0,1.3,6.0,0.0
id3,2022-01-12T09:26:54.000000,2022-01-12T09:36:33.000000,1.0,1.3,8.0,3.35
id0,2022-01-12T09:39:53.000000,2022-01-12T09:53:34.000000,1.0,2.01,10.5,0.0
id1,2022-01-12T09:47:46.000000,2022-01-12T09:53:44.000000,1.0,1.2,6.0,0.93
id7,2022-01-12T10:17:41.000000,2022-01-12T10:27:03.000000,6.0,2.62,10.0,2.66
id1,2022-01-12T10:39:05.000000,2022-01-12T10:48:31.000000,1.0,1.1,7.5,2.16
id6,2022-01-12T11:01:20.000000,2022-01-12T11:06:35.000000,1.0,0.95,5.5,1.0
id1,2022-01-12T11:06:55.000000,2022-01-12T11:10:04.000000,1.0,0.39,-4.0,0.0
id5,2022-01-12T11:11:53.000000,2022-01-12T11:21:18.000000,1.0,1.3,8.0,1.0
id0,2022-01-12T11:40:14.000000,2022-01-12T11:50:05.000000,1.0,1.42,8.0,2.26
id8,2022-01-12T11:52:42.000000,2022-01-12T12:05:03.000000,1.0,2.3,10.5,0.0
id8,2022-01-12T12:30:25.000000,2022-01-12T12:36:32.000000,2.0,1.03,6.0,0.0
id0,2022-01-12T12:49:15.000000,2022-01-12T12:59:51.000000,1.0,1.84,9.0,2.46
id1,2022-01-12T12:52:22.000000,2022-01-12T13:02:16.000000,1.0,1.25,8.0,2.26
id6,2022-01-12T12:53:17.000000,2022-01-12T13:11:27.000000,2.0,6.19,20.5,3.57
id0,2022-01-12T12:57:45.000000,2022-01-12T13:05:22.000000,1.0,1.6,7.5,0.0
id7,2022-01-12T13:48:41.000000,2022-01-12T13:58:45.000000,1.0,1.08,8.0,2.0
id5,2022-01-12T14:31:44.000000,2022-01-12T14:37:10.000000,1.0,0.74,5.5,0.0
id4,2022-01-12T14:36:33.000000,2022-01-12T14:47:16.000000,1.0,1.93,9.0,1.0
id4,2022-01-12T14:42:02.000000,2022-01-12T14:57:13.000000,2.0,2.76,12.0,4.59
id7,2022-01-12T15:01:03.000000,2022-01-12T15:41:59.000000,3.0,8.03,32.0,0.0
id1,2022-01-12T15:19:55.000000,2022-01-12T15:25:26.000000,1.0,0.82,5.5,0.0
id4,2022-01-12T16:23:07.000000,2022-01-12T16:31:55.000000,5.0,1.25,7.5,2.36
id8,2022-01-12T16:24:19.000000,2022-01-12T16:29:29.000000,1.0,0.83,5.5,1.96
id6,2022-01-12T16:37:44.000000,2022-01-12T16:41:43.000000,2.0,0.6,4.5,3.0
id3,2022-01-12T16:42:52.000000,2022-01-12T16:47:06.000000,1.0,1.2,5.5,1.95
id7,2022-01-12T16:52:00.000000,2022-01-12T17:06:22.000000,1.0,2.1,11.0,3.05
id3,2022-01-12T16:56:54.000000,2022-01-12T17:03:33.000000,1.0,1.03,6.5,2.26
id6,2022-01-12T17:14:47.000000,2022-01-12T17:24:08.000000,1.0,0.9,7.5,0.0
id0,2022-01-12T17:16:54.000000,2022-01-12T17:58:27.000000,1.0,18.5,52.0,13.5
id2,2022-01-12T17:19:04.000000,2022-01-12T17:27:29.000000,1.0,0.95,7.0,2.26
id0,2022-01-12T17:33:50.000000,2022-01-12T18:20:02.000000,1.0,11.68,37.5,0.0
id3,2022-01-12T17:36:14.000000,2022-01-12T18:07:12.000000,1.0,17.06,52.0,0.0
id7,2022-01-12T18:08:06.000000,2022-01-12T18:15:24.000000,1.0,1.1,6.5,0.0
id4,2022-01-12T18:08:41.000000,2022-01-12T18:26:47.000000,1.0,1.9,12.5,4.2
id2,2022-01-12T18:17:57.000000,2022-01-12T18:24:27.000000,1.0,0.7,6.0,2.55
id2,2022-01-12T18:24:59.000000,2022-01-12T18:36:29.000000,1.0,1.57,9.0,2.66
id1,2022-01-12T18:27:46.000000,2022-01-12T18:36:44.000000,1.0,0.8,7.0,0.0
id1,2022-01-12T18:40:34.000000,2022-01-12T19:02:21.000000,1.0,3.8,16.5,4.15
id5,2022-01-12T18:51:58.000000,2022-01-12T19:03:11.000000,1.0,2.13,9.5,2.76
id6,2022-01-12T19:13:23.000000,2022-01-12T19:30:20.000000,1.0,4.21,15.5,3.96
id8,2022-01-12T19:21:57.000000,2022-01-12T19:28:35.000000,1.0,0.75,6.0,1.03
id2,2022-01-12T19:37:46.000000,2022-01-12T19:42:56.000000,1.0,1.83,7.0,2.26
id7,2022-01-12T19:41:48.000000,2022-01-12T19:48:21.000000,1.0,1.1,6.5,3.0
id7,2022-01-12T20:17:27.000000,2022-01-12T20:33:32.000000,1.0,3.8,14.0,3.0
id8,2022-01-12T20:40:24.000000,2022-01-12T20:48:08.000000,1.0,1.75,7.5,2.26
id8,2022-01-12T20:52:03.000000,2022-01-12T21:09:46.000000,1.0,2.79,14.0,0.0
id8,2022-01-12T21:01:37.000000,2022-01-12T21:06:49.000000,5.0,0.95,5.5,1.86
id4,2022-01-12T21:06:13.000000,2022-01-12T21:13:12.000000,1.0,1.48,7.5,1.7
id0,2022-01-12T21:31:31.000000,2022-01-12T21:54:05.000000,1.0,5.86,20.5,4.86
id6,2022-01-12T21:33:33.000000,2022-01-12T21:40:31.000000,1.0,1.52,7.5,1.0
id5,2022-01-12T21:57:32.000000,2022-01-12T22:12:39.000000,1.0,3.3,13.5,2.0
id3,2022-01-12T22:02:23.000000,2022-01-12T22:28:11.000000,1.0,4.98,20.5,0.0
id1,2022-01-12T22:03:01.000000,2022-01-12T22:19:27.000000,4.0,2.77,12.5,1.0
id6,2022-01-12T22:06:51.000000,2022-01-12T22:09:58.000000,1.0,0.45,4.0,0.0
id2,2022-01-12T22:25:46.000000,2022-01-12T22:30:14.000000,1.0,1.46,6.0,1.96
id6,2022-01-12T22:26:56.000000,2022-01-12T22:39:45.000000,1.0,2.8,9.5,2.65
id5,2022-01-12T22:37:32.000000,2022-01-12T22:47:22.000000,1.0,2.01,9.0,2.56
id3,2022-01-12T22:58:34.000000,2022-01-12T23:11:12.000000,2.0,3.3,12.5,4.05
id5,2022-01-13T02:02:34.000000,2022-01-13T02:08:07.000000,1.0,0.87,5.5,0.0
id4,2022-01-13T06:42:32.000000,2022-01-13T06:49:06.000000,2.0,0.97,6.5,1.0
id4,2022-01-13T06:47:10.000000,2022-01-13T06:56:05.000000,1.0,2.6,10.0,2.0
id7,2022-01-13T07:38:50.000000,2022-01-13T07:49:30.000000,1.0,2.77,10.5,2.76
id5,2022-01-13T08:07:56.000000,2022-01-13T08:25:45.000000,2.0,4.79,18.0,4.26
id1,2022-01-13T08:16:35.000000,2022-01-13T08:21:41.000000,1.0,0.83,5.5,2.2
id5,2022-01-13T08:31:56.000000,2022-01-13T08:57:24.000000,1.0,3.7,18.5,0.0
id0,2022-01-13T08:33:57.000000,2022-01-13T09:09:41.000000,1.0,16.93,52.0,12.37
id3,2022-01-13T08:50:44.000000,2022-01-13T09:12:39.000000,1.0,3.4,16.0,4.8
id8,2022-01-13T10:04:06.000000,2022-01-13T10:12:20.000000,1.0,1.25,7.0,0.0
id7,2022-01-13T10:19:42.000000,2022-01-13T10:41:11.000000,1.0,3.71,17.0,5.08
id0,2022-01-13T10:58:57.000000,2022-01-13T11:04:44.000000,1.0,0.78,5.5,1.0
id2,2022-01-13T11:22:26.000000,2022-01-13T11:29:28.000000,1.0,1.75,7.5,2.16
id3,2022-01-13T11:49:34.000000,2022-01-13T12:00:55.000000,1.0,1.0,6.5,0.0
id8,2022-01-13T12:26:40.000000,2022-01-13T12:43:46.000000,2.0,3.5,15.0,3.65
id4,2022-01-13T12:57:50.000000,2022-01-13T13:03:33.000000,1.0,0.59,5.5,1.76
id0,2022-01-13T13:13:45.000000,2022-01-13T13:43:18.000000,4.0,11.32,35.0,8.97
id7,2022-01-13T13:23:29.000000,2022-01-13T13:48:24.000000,1.0,2.82,17.0,4.06
id3,2022-01-13T13:35:50.000000,2022-01-13T13:51:55.000000,1.0,2.0,11.5,1.0
id0,2022-01-13T13:36:54.000000,2022-01-13T13:42:12.000000,1.0,0.96,6.0,1.86
id3,2022-01-13T13:56:20.000000,2022-01-13T13:59:12.000000,1.0,0.49,4.0,0.0
id6,2022-01-13T14:20:44.000000,2022-01-13T14:31:32.000000,1.0,1.04,8.0,2.26
id8,2022-01-13T14:27:08.000000,2022-01-13T14:44:13.000000,1.0,5.06,18.0,0.0
id3,2022-01-13T14:28:21.000000,2022-01-13T15:14:11.000000,1.0,11.9,41.0,6.95
id7,2022-01-13T14:42:24.000000,2022-01-13T14:49:13.000000,1.0,0.69,6.0,1.86
id7,2022-01-13T14:44:48.000000,2022-01-13T15:03:40.000000,1.0,7.06,23.5,6.17
id7,2022-01-13T15:05:51.000000,2022-01-13T15:11:14.000000,1.0,1.3,6.0,0.0
id3,2022-01-13T15:11:12.000000,2022-01-13T15:16:31.000000,2.0,0.5,5.0,0.0
id1,2022-01-13T15:11:23.000000,2022-01-13T15:23:33.000000,1.0,1.6,9.5,2.56
id6,2022-01-13T15:12:01.000000,2022-01-13T15:17:33.000000,1.0,0.8,5.5,1.26
id2,2022-01-13T15:13:24.000000,2022-01-13T15:18:49.000000,2.0,0.8,5.5,0.0
id5,2022-01-13T15:19:09.000000,2022-01-13T15:40:02.000000,1.0,4.61,18.0,5.33
id3,2022-01-13T15:19:25.000000,2022-01-13T15:46:55.000000,1.0,4.46,19.5,4.56
id5,2022-01-13T15:27:19.000000,2022-01-13T15:32:44.000000,1.0,1.11,6.0,1.0
id0,2022-01-13T15:30:18.000000,2022-01-13T15:45:35.000000,1.0,3.4,13.0,0.0
id5,2022-01-13T15:34:11.000000,2022-01-13T15:45:00.000000,1.0,1.27,8.5,2.95
id4,2022-01-13T15:36:47.000000,2022-01-13T15:42:16.000000,1.0,0.7,5.0,3.0
id7,2022-01-13T15:58:29.000000,2022-01-13T16:03:16.000000,1.0,0.6,4.5,1.56
id0,2022-01-13T15:58:55.000000,2022-01-13T16:10:40.000000,2.0,2.3,10.0,2.85
id0,2022-01-13T16:17:29.000000,2022-01-13T16:29:27.000000,1.0,3.25,12.0,2.0
id4,2022-01-13T16:23:55.000000,2022-01-13T16:29:04.000000,3.0,0.55,5.0,1.86
id3,2022-01-13T16:34:38.000000,2022-01-13T17:44:47.000000,1.0,18.27,128.0,26.01
id2,2022-01-13T16:36:56.000000,2022-01-13T17:28:10.000000,1.0,8.04,34.5,11.64
id8,2022-01-13T17:14:21.000000,2022-01-13T17:38:44.000000,1.0,4.34,17.5,0.0
id7,2022-01-13T17:18:15.000000,2022-01-13T17:31:24.000000,1.0,1.67,10.0,2.86
id2,2022-01-13T17:22:58.000000,2022-01-13T17:42:00.000000,1.0,2.23,13.5,2.67
id3,2022-01-13T17:34:10.000000,2022-01-13T17:39:08.000000,1.0,1.15,6.0,2.06
id5,2022-01-13T17:36:40.000000,2022-01-13T17:55:57.000000,1.0,3.32,15.0,2.0
id4,2022-01-13T18:07:20.000000,2022-01-13T18:16:37.000000,1.0,1.68,8.0,2.46
id2,2022-01-13T18:10:02.000000,2022-01-13T18:33:02.000000,1.0,3.35,16.0,3.0
id6,2022-01-13T18:12:16.000000,2022-01-13T18:27:06.000000,1.0,1.64,10.5,2.96
id6,2022-01-13T18:19:11.000000,2022-01-13T18:23:30.000000,1.0,0.8,5.0,1.85
id1,2022-01-13T18:30:29.000000,2022-01-13T18:41:38.000000,1.0,1.66,9.0,0.0
id7,2022-01-13T18:32:09.000000,2022-01-13T19:17:41.000000,2.0,18.4,52.0,0.0
id5,2022-01-13T18:54:04.000000,2022-01-13T19:01:48.000000,6.0,1.67,7.5,2.36
id4,2022-01-13T19:03:05.000000,2022-01-13T19:24:22.000000,2.0,2.95,14.5,3.76
id6,2022-01-13T19:12:51.000000,2022-01-13T19:30:12.000000,1.0,3.77,14.5,4.7
id2,2022-01-13T19:29:43.000000,2022-01-13T19:36:07.000000,1.0,1.0,6.5,0.0
id6,2022-01-13T20:04:58.000000,2022-01-13T20:30:05.000000,1.0,5.96,22.0,3.87
id3,2022-01-13T20:22:39.000000,2022-01-13T20:41:34.000000,1.0,4.09,15.5,4.83
id3,2022-01-13T20:38:16.000000,2022-01-13T20:44:18.000000,1.0,1.65,7.5,4.5
id3,2022-01-13T20:42:36.000000,2022-01-13T20:49:52.000000,1.0,1.95,8.0,2.36
id5,2022-01-13T21:40:50.000000,2022-01-13T21:45:20.000000,1.0,0.75,5.0,1.32
id6,2022-01-13T22:22:44.000000,2022-01-13T22:43:04.000000,1.0,14.26,38.5,5.0
id1,2022-01-13T22:42:45.000000,2022-01-13T22:48:17.000000,2.0,1.48,6.5,3.09
id3,2022-01-13T22:43:41.000000,2022-01-13T22:51:02.000000,5.0,1.78,8.0,2.36
id1,2022-01-13T23:02:18.000000,2022-01-13T23:08:49.000000,1.0,1.97,7.5,2.26
id2,2022-01-13T23:11:24.000000,2022-01-13T23:17:41.000000,1.0,1.07,6.0,0.0
id2,2022-01-13T23:12:16.000000,2022-01-13T23:28:49.000000,1.0,10.58,29.0,2.0
id4,2022-01-14T00:19:46.000000,2022-01-14T00:37:00.000000,1.0,5.7,17.5,0.0
id5,2022-01-14T06:10:35.000000,2022-01-14T06:14:26.000000,1.0,1.02,5.5,0.0
id7,2022-01-14T06:50:08.000000,2022-01-14T07:00:58.000000,1.0,2.0,9.5,2.05
id1,2022-01-14T07:26:34.000000,2022-01-14T07:36:25.000000,1.0,1.77,9.0,0.0
id1,2022-01-14T07:44:25.000000,2022-01-14T08:51:22.000000,1.0,15.6,52.0,12.35
id2,2022-01-14T07:47:21.000000,2022-01-14T08:04:20.000000,1.0,5.2,18.5,3.0
id6,2022-01-14T07:48:21.000000,2022-01-14T08:00:44.000000,1.0,5.6,18.0,4.26
id2,2022-01-14T08:26:17.000000,2022-01-14T08:31:39.000000,1.0,0.91,5.5,1.76
id7,2022-01-14T08:50:13.000000,2022-01-14T09:01:35.000000,2.0,1.35,8.5,2.0
id2,2022-01-14T09:21:52.000000,2022-01-14T09:31:54.000000,1.0,0.9,7.5,0.0
id1,2022-01-14T09:41:08.000000,2022-01-14T09:55:09.000000,1.0,2.06,11.0,0.0
id4,2022-01-14T10:21:35.000000,2022-01-14T10:32:28.000000,1.0,1.39,8.5,0.0
id7,2022-01-14T10:24:47.000000,2022-01-14T10:35:11.000000,2.0,1.79,9.0,2.46
id7,2022-01-14T10:25:13.000000,2022-01-14T10:35:33.000000,2.0,1.35,8.0,0.0
id3,2022-01-14T11:01:09.000000,2022-01-14T11:05:51.000000,0.0,0.6,5.0,1.65
id2,2022-01-14T11:29:54.000000,2022-01-14T11:36:35.000000,0.0,0.8,6.5,1.95
id5,2022-01-14T11:42:09.000000,2022-01-14T12:15:12.000000,2.0,10.54,35.0,4.48
id2,2022-01-14T12:28:08.000000,2022-01-14T12:35:05.000000,1.0,0.82,6.5,1.46
id2,2022-01-14T12:35:06.000000,2022-01-14T13:06:41.000000,1.0,19.3,52.0,12.35
id2,2022-01-14T12:47:32.000000,2022-01-14T13:06:25.000000,1.0,2.1,13.5,3.0
id8,2022-01-14T12:52:56.000000,2022-01-14T13:15:27.000000,1.0,3.98,17.5,4.16
id8,2022-01-14T13:02:59.000000,2022-01-14T13:20:44.000000,1.0,2.5,13.0,0.0
id3,2022-01-14T13:09:03.000000,2022-01-14T13:14:38.000000,2.0,1.08,6.0,0.0
id6,2022-01-14T13:09:36.000000,2022-01-14T13:16:55.000000,1.0,1.3,6.0,2.0
id4,2022-01-14T13:10:08.000000,2022-01-14T13:35:51.000000,1.0,9.61,30.0,12.33
id3,2022-01-14T13:15:27.000000,2022-01-14T13:22:48.000000,2.0,1.34,7.0,1.0
id5,2022-01-14T13:36:05.000000,2022-01-14T13:45:17.000000,0.0,1.0,7.5,0.0
id1,2022-01-14T13:36:21.000000,2022-01-14T13:50:38.000000,1.0,2.09,11.0,2.14
id0,2022-01-14T13:36:34.000000,2022-01-14T13:42:00.000000,2.0,0.72,5.5,0.0
id5,2022-01-14T13:40:31.000000,2022-01-14T14:06:31.000000,1.0,4.12,18.5,4.36
id0,2022-01-14T13:49:21.000000,2022-01-14T14:05:37.000000,1.0,2.76,12.5,3.16
id1,2022-01-14T13:52:08.000000,2022-01-14T13:59:55.000000,5.0,1.21,7.0,0.0
id7,2022-01-14T14:20:59.000000,2022-01-14T14:28:42.000000,1.0,1.3,7.0,2.55
id2,2022-01-14T14:29:13.000000,2022-01-14T14:35:06.000000,1.0,0.5,5.5,0.0
id3,2022-01-14T14:34:43.000000,2022-01-14T14:52:42.000000,2.0,1.66,12.0,3.06
id5,2022-01-14T14:37:38.000000,2022-01-14T14:51:44.000000,2.0,1.77,10.5,2.76
id1,2022-01-14T14:42:39.000000,2022-01-14T14:49:16.000000,2.0,1.24,6.5,1.96
id7,2022-01-14T14:44:45.000000,2022-01-14T15:04:08.000000,1.0,2.9,13.5,3.36
id5,2022-01-14T14:47:57.000000,2022-01-14T14:59:02.000000,1.0,1.71,9.5,2.3
id1,2022-01-14T15:00:31.000000,2022-01-14T15:16:42.000000,1.0,2.4,12.5,3.16
id6,2022-01-14T15:08:10.000000,2022-01-14T15:12:24.000000,1.0,0.72,5.0,2.08
id7,2022-01-14T15:21:39.000000,2022-01-14T15:28:00.000000,1.0,1.1,6.5,0.0
id5,2022-01-14T15:29:07.000000,2022-01-14T15:33:00.000000,5.0,0.54,4.5,0.0
id2,2022-01-14T15:53:41.000000,2022-01-14T15:59:58.000000,1.0,1.2,6.5,0.0
id7,2022-01-14T16:07:50.000000,2022-01-14T16:15:11.000000,2.0,1.41,7.0,0.0
id4,2022-01-14T16:24:36.000000,2022-01-14T16:32:52.000000,1.0,1.57,7.5,2.36
id2,2022-01-14T16:30:54.000000,2022-01-14T16:42:03.000000,1.0,1.99,9.5,2.76
id0,2022-01-14T17:14:39.000000,2022-01-14T17:25:35.000000,1.0,1.69,9.0,2.66
id6,2022-01-14T17:15:23.000000,2022-01-14T17:19:34.000000,2.0,1.1,5.5,2.45
id1,2022-01-14T17:16:43.000000,2022-01-14T17:24:05.000000,5.0,1.62,7.5,2.36
id5,2022-01-14T17:33:56.000000,2022-01-14T17:41:51.000000,1.0,0.5,6.0,3.1
id8,2022-01-14T17:58:20.000000,2022-01-14T18:10:28.000000,1.0,2.33,10.0,5.0
id6,2022-01-14T18:09:17.000000,2022-01-14T18:16:02.000000,1.0,1.64,7.0,1.0
id8,2022-01-14T18:19:51.000000,2022-01-14T18:31:19.000000,1.0,2.2,9.5,0.0
id0,2022-01-14T18:20:51.000000,2022-01-14T18:34:09.000000,1.0,1.07,9.0,0.0
id4,2022-01-14T18:32:26.000000,2022-01-14T18:50:36.000000,2.0,5.57,18.0,5.58
id2,2022-01-14T18:34:11.000000,2022-01-14T18:39:18.000000,3.0,0.92,5.5,2.45
id0,2022-01-14T18:49:08.000000,2022-01-14T18:54:08.000000,0.0,0.8,5.0,2.3
id5,2022-02-01T03:00:05.000000,2022-02-01T03:15:08.000000,3.0,2.62,12.0,0.0
